S_d, S_n, Mask Mean FA, AUC, Theta 1 Mask Mean, Theta 1 Mask Std, Phi 1 Mask Mean, Phi 1 Mask Std, Theta 2 Mask Mean, Theta 2 Mask Std, Phi 2 Mask Mean, Phi 2 Mask Std, npeaks, Mask Fraction
0.833333, 0.833333, 0.460600, 0.332568, 1.4110264778137207, 0.6431550383567810, 2.8624565601348877, 2.0191228389739990,1.2333881855010986, 0.7235807776451111, 2.9152467250823975, 1.8946033716201782,9.00, 0.1552671475409836
0.833333, 1.666667, 0.300996, 0.347285, 1.4381790161132812, 0.6107763648033142, 2.9163987636566162, 2.1803472042083740,0.9889732003211975, 0.7416896224021912, 2.9622225761413574, 1.8694481849670410,10.00, 0.1552671475409836
0.833333, 2.500000, 0.259072, 0.385274, 1.4558672904968262, 0.5650829672813416, 3.0134143829345703, 2.3789031505584717,0.6632437109947205, 0.6488422155380249, 2.9194283485412598, 1.8929276466369629,7.00, 0.1552671475409836
0.833333, 3.333333, 0.234868, 0.404692, 1.4834399223327637, 0.4916187524795532, 3.1557664871215820, 2.5481848716735840,0.4407414495944977, 0.5053572058677673, 2.8010318279266357, 1.9547884464263916,6.00, 0.1552671475409836
0.833333, 4.166667, 0.216493, 0.414912, 1.5208276510238647, 0.3998039364814758, 3.2716531753540039, 2.6480350494384766,0.3667681217193604, 0.4281620681285858, 2.6028258800506592, 2.0269694328308105,4.00, 0.1552671475409836
0.833333, 5.000000, 0.201995, 0.426425, 1.5333896875381470, 0.3284275233745575, 3.4311399459838867, 2.7141025066375732,0.3435745835304260, 0.3612953722476959, 2.3027045726776123, 2.0411055088043213,3.00, 0.1552671475409836
0.833333, 5.833333, 0.190533, 0.437816, 1.5274802446365356, 0.2853659689426422, 3.6114075183868408, 2.7219614982604980,0.3557965159416199, 0.3308434188365936, 1.9930862188339233, 1.9668922424316406,3.00, 0.1552671475409836
0.833333, 6.666667, 0.181261, 0.446126, 1.5193021297454834, 0.2606825232505798, 3.7543175220489502, 2.7071623802185059,0.3841969966888428, 0.3153488039970398, 1.7229480743408203, 1.8552761077880859,4.00, 0.1552671475409836
0.833333, 7.500000, 0.173626, 0.450580, 1.5086889266967773, 0.2482706159353256, 3.8728716373443604, 2.6981942653656006,0.4242135584354401, 0.3053332269191742, 1.4740014076232910, 1.7188855409622192,3.00, 0.1552671475409836
0.833333, 8.333333, 0.167282, 0.451597, 1.4928590059280396, 0.2436497807502747, 3.9796178340911865, 2.6894671916961670,0.4738797247409821, 0.3005982041358948, 1.2795178890228271, 1.5778499841690063,3.00, 0.1552671475409836
0.833333, 9.166667, 0.161996, 0.449725, 1.4740478992462158, 0.2460978627204895, 4.0325331687927246, 2.6910285949707031,0.5288966298103333, 0.2998962104320526, 1.1457138061523438, 1.4554588794708252,3.00, 0.1552671475409836
0.833333, 10.000000, 0.157584, 0.445658, 1.4549791812896729, 0.2509404718875885, 3.9985005855560303, 2.7126688957214355,0.5926027894020081, 0.3267805874347687, 1.0687465667724609, 1.3744586706161499,3.00, 0.1552671475409836
0.833333, 10.833333, 0.153888, 0.440243, 1.4358861446380615, 0.2568856775760651, 3.8869576454162598, 2.7481462955474854,0.6562631130218506, 0.3577672541141510, 1.0260285139083862, 1.3280557394027710,3.00, 0.1552671475409836
0.833333, 11.666667, 0.150784, 0.434187, 1.4140261411666870, 0.2616179883480072, 3.7752993106842041, 2.7930371761322021,0.7191629409790039, 0.3882382512092590, 0.9962534308433533, 1.2939084768295288,3.00, 0.1552671475409836
0.833333, 12.500000, 0.148184, 0.428107, 1.3954535722732544, 0.2667760252952576, 3.6544315814971924, 2.8261415958404541,0.7945349216461182, 0.4390980899333954, 1.0364725589752197, 1.3458989858627319,2.00, 0.1552671475409836
0.833333, 13.333333, 0.146012, 0.422461, 1.3738820552825928, 0.2673983275890350, 3.5412523746490479, 2.8623044490814209,0.8688678145408630, 0.4788297414779663, 1.1117411851882935, 1.4486705064773560,1.00, 0.1552671475409836
0.833333, 14.166667, 0.144199, 0.417518, 1.3542243242263794, 0.2666196525096893, 3.4380686283111572, 2.8899161815643311,0.9367604255676270, 0.5051790475845337, 1.2182656526565552, 1.5756454467773438,1.00, 0.1552671475409836
0.833333, 15.000000, 0.142691, 0.413434, 1.3342505693435669, 0.2629434168338776, 3.3182110786437988, 2.9163031578063965,0.9784322381019592, 0.5007413625717163, 1.3105704784393311, 1.7085065841674805,1.00, 0.1552671475409836
0.833333, 15.833333, 0.141429, 0.410199, 1.3181954622268677, 0.2605994939804077, 3.2050344944000244, 2.9334223270416260,1.0111213922500610, 0.4907022416591644, 1.3542553186416626, 1.7801322937011719,1.00, 0.1552671475409836
0.833333, 16.666667, 0.140361, 0.407682, 1.3045879602432251, 0.2590934634208679, 3.0962367057800293, 2.9432296752929688,1.0479042530059814, 0.4889276921749115, 1.3981400728225708, 1.8311036825180054,1.00, 0.1552671475409836
1.666667, 0.833333, 0.588087, 0.374012, 1.3579268455505371, 0.6675803661346436, 2.8695602416992188, 2.1206495761871338,1.1026951074600220, 0.7442219853401184, 2.9940252304077148, 1.9325492382049561,6.00, 0.1552671475409836
1.666667, 1.666667, 0.489018, 0.476484, 1.3978286981582642, 0.6414020657539368, 2.9667139053344727, 2.3119325637817383,0.7687372565269470, 0.7300270199775696, 3.0141832828521729, 1.9001832008361816,8.00, 0.1552671475409836
1.666667, 2.500000, 0.465977, 0.583181, 1.4477117061614990, 0.5946372747421265, 3.1558907032012939, 2.5090804100036621,0.4336751103401184, 0.5770909190177917, 2.9007835388183594, 1.9046685695648193,6.00, 0.1552671475409836
1.666667, 3.333333, 0.434857, 0.650808, 1.5008788108825684, 0.5100769400596619, 3.3192012310028076, 2.6327493190765381,0.3305240571498871, 0.4847270846366882, 2.7106177806854248, 1.9554879665374756,7.00, 0.1552671475409836
1.666667, 4.166667, 0.396462, 0.687152, 1.5244064331054688, 0.4419679641723633, 3.4614012241363525, 2.6874520778656006,0.2735131978988647, 0.3785234689712524, 2.4662663936614990, 1.9828401803970337,7.00, 0.1552671475409836
1.666667, 5.000000, 0.360476, 0.701809, 1.5211730003356934, 0.4013399481773376, 3.6784007549285889, 2.6698648929595947,0.2445663660764694, 0.2713683545589447, 2.2134153842926025, 1.9755321741104126,5.00, 0.1552671475409836
1.666667, 5.833333, 0.330058, 0.703741, 1.5147210359573364, 0.3732267618179321, 3.8273882865905762, 2.6224367618560791,0.2468574196100235, 0.2081128656864166, 1.9448339939117432, 1.9117938280105591,4.00, 0.1552671475409836
1.666667, 6.666667, 0.304835, 0.697623, 1.5053255558013916, 0.3600678145885468, 3.8647277355194092, 2.5911617279052734,0.2640493214130402, 0.1733137816190720, 1.6871324777603149, 1.7902895212173462,4.00, 0.1552671475409836
1.666667, 7.500000, 0.283844, 0.686615, 1.4866827726364136, 0.3586465716362000, 3.8906955718994141, 2.5907614231109619,0.2887024283409119, 0.1553002595901489, 1.4494199752807617, 1.6064862012863159,5.00, 0.1552671475409836
1.666667, 8.333333, 0.266217, 0.672464, 1.4602158069610596, 0.3659189641475677, 3.8874304294586182, 2.6012544631958008,0.3170244395732880, 0.1393293589353561, 1.2727727890014648, 1.4285559654235840,5.00, 0.1552671475409836
1.666667, 9.166667, 0.251310, 0.655968, 1.4213832616806030, 0.3758983612060547, 3.8241188526153564, 2.6474084854125977,0.3473477959632874, 0.1248136535286903, 1.1350018978118896, 1.2580927610397339,5.00, 0.1552671475409836
