S_d, S_n, Mask Mean FA, AUC, Theta Mask Mean, Theta Mask Std, Phi Mask Mean, Phi Mask Std, npeaks, Mask Fraction
0.833333, 0.833333, 0.439001, 0.271180, 1.4253394603729248, 0.6231544017791748, 2.8307783603668213, 1.9767006635665894,13.00, 0.4693770491803279
0.833333, 1.666667, 0.263769, 0.238261, 1.4609284400939941, 0.5849528908729553, 2.8353347778320312, 2.0553219318389893,14.00, 0.4693770491803279
0.833333, 2.500000, 0.222037, 0.252085, 1.4882291555404663, 0.5372259020805359, 2.8469452857971191, 2.1661999225616455,4.00, 0.4693770491803279
0.833333, 3.333333, 0.206295, 0.272742, 1.5097607374191284, 0.4775387644767761, 2.9021875858306885, 2.3176400661468506,1.00, 0.4693770491803279
0.833333, 4.166667, 0.196497, 0.291081, 1.5237027406692505, 0.4041034877300262, 3.0016679763793945, 2.4814970493316650,1.00, 0.4693770491803279
0.833333, 5.000000, 0.187562, 0.303545, 1.5245604515075684, 0.3206064403057098, 3.1211211681365967, 2.6310069561004639,1.00, 0.4693770491803279
0.833333, 5.833333, 0.178983, 0.309744, 1.5210059881210327, 0.2508897483348846, 3.2397825717926025, 2.7246329784393311,1.00, 0.4693770491803279
0.833333, 6.666667, 0.171504, 0.312625, 1.5197952985763550, 0.2109901905059814, 3.3527560234069824, 2.7482824325561523,1.00, 0.4693770491803279
0.833333, 7.500000, 0.165748, 0.316900, 1.5170531272888184, 0.1857968866825104, 3.4599883556365967, 2.7391197681427002,1.00, 0.4693770491803279
0.833333, 8.333333, 0.161836, 0.326301, 1.5123190879821777, 0.1706450730562210, 3.5842087268829346, 2.7208223342895508,1.00, 0.4693770491803279
0.833333, 9.166667, 0.159458, 0.341815, 1.5075273513793945, 0.1621927171945572, 3.7189764976501465, 2.6954388618469238,1.00, 0.4693770491803279
0.833333, 10.000000, 0.158134, 0.361876, 1.5038132667541504, 0.1582569032907486, 3.8368155956268311, 2.6642313003540039,1.00, 0.4693770491803279
0.833333, 10.833333, 0.157410, 0.383563, 1.4972540140151978, 0.1556757688522339, 3.9264862537384033, 2.6488926410675049,1.00, 0.4693770491803279
0.833333, 11.666667, 0.156959, 0.404156, 1.4899954795837402, 0.1538383960723877, 3.9985926151275635, 2.6476464271545410,1.00, 0.4693770491803279
0.833333, 12.500000, 0.156586, 0.421947, 1.4828939437866211, 0.1525074094533920, 4.0588045120239258, 2.6474637985229492,1.00, 0.4693770491803279
0.833333, 13.333333, 0.156182, 0.436097, 1.4751300811767578, 0.1509311348199844, 4.1371598243713379, 2.6440181732177734,1.00, 0.4693770491803279
0.833333, 14.166667, 0.155703, 0.446577, 1.4697988033294678, 0.1509775370359421, 4.1992988586425781, 2.6336438655853271,1.00, 0.4693770491803279
0.833333, 15.000000, 0.155140, 0.453750, 1.4647799730300903, 0.1513172239065170, 4.2534151077270508, 2.6222305297851562,1.00, 0.4693770491803279
0.833333, 15.833333, 0.154502, 0.458382, 1.4602113962173462, 0.1519640237092972, 4.3064026832580566, 2.6086149215698242,1.00, 0.4693770491803279
0.833333, 16.666667, 0.153802, 0.461253, 1.4562224149703979, 0.1529780030250549, 4.3386096954345703, 2.6005282402038574,1.00, 0.4693770491803279
1.666667, 0.833333, 0.531447, 0.263937, 1.3725347518920898, 0.6316890120506287, 2.8446424007415771, 2.0445351600646973,3.00, 0.4693770491803279
1.666667, 1.666667, 0.398511, 0.307408, 1.4131610393524170, 0.5974418520927429, 2.8275101184844971, 2.1353962421417236,1.00, 0.4693770491803279
1.666667, 2.500000, 0.381227, 0.381574, 1.4571528434753418, 0.5534256100654602, 2.8235440254211426, 2.2471005916595459,1.00, 0.4693770491803279
1.666667, 3.333333, 0.375456, 0.443676, 1.4884488582611084, 0.4903001487255096, 2.8665249347686768, 2.3916051387786865,1.00, 0.4693770491803279
1.666667, 4.166667, 0.364092, 0.486297, 1.5070151090621948, 0.4174473881721497, 2.9798045158386230, 2.5511977672576904,1.00, 0.4693770491803279
1.666667, 5.000000, 0.345294, 0.508098, 1.5105777978897095, 0.3542258441448212, 3.1363217830657959, 2.6645426750183105,1.00, 0.4693770491803279
1.666667, 5.833333, 0.322065, 0.512313, 1.5070033073425293, 0.3147634565830231, 3.2642092704772949, 2.7085895538330078,1.00, 0.4693770491803279
1.666667, 6.666667, 0.298585, 0.507601, 1.5053569078445435, 0.2802544832229614, 3.3539490699768066, 2.7165098190307617,1.00, 0.4693770491803279
1.666667, 7.500000, 0.278082, 0.503501, 1.5035299062728882, 0.2505418062210083, 3.4532558917999268, 2.7087397575378418,1.00, 0.4693770491803279
1.666667, 8.333333, 0.261721, 0.505002, 1.5001850128173828, 0.2270967066287994, 3.5781357288360596, 2.6968891620635986,1.00, 0.4693770491803279
1.666667, 9.166667, 0.249290, 0.511768, 1.4959769248962402, 0.2109153717756271, 3.6995635032653809, 2.6820068359375000,1.00, 0.4693770491803279
1.666667, 10.000000, 0.239949, 0.521101, 1.4901202917098999, 0.2018551677465439, 3.8020114898681641, 2.6673483848571777,1.00, 0.4693770491803279
1.666667, 10.833333, 0.232769, 0.530803, 1.4870296716690063, 0.2001003324985504, 3.8944370746612549, 2.6421973705291748,1.00, 0.4693770491803279
1.666667, 11.666667, 0.227015, 0.539173, 1.4847706556320190, 0.2021113187074661, 3.9488241672515869, 2.6212124824523926,1.00, 0.4693770491803279
1.666667, 12.500000, 0.222203, 0.545279, 1.4813274145126343, 0.2054750919342041, 4.0007953643798828, 2.6056730747222900,1.00, 0.4693770491803279
1.666667, 13.333333, 0.218016, 0.549219, 1.4735040664672852, 0.2078115642070770, 4.0518097877502441, 2.6034486293792725,1.00, 0.4693770491803279
1.666667, 14.166667, 0.214254, 0.551348, 1.4669171571731567, 0.2111406475305557, 4.0835027694702148, 2.6082148551940918,1.00, 0.4693770491803279
1.666667, 15.000000, 0.210808, 0.551954, 1.4604408740997314, 0.2147495448589325, 4.0984630584716797, 2.6163337230682373,1.00, 0.4693770491803279
1.666667, 15.833333, 0.207596, 0.551341, 1.4529291391372681, 0.2178898155689240, 4.1099963188171387, 2.6274089813232422,1.00, 0.4693770491803279
1.666667, 16.666667, 0.204566, 0.549831, 1.4469556808471680, 0.2218630164861679, 4.1171450614929199, 2.6326663494110107,1.00, 0.4693770491803279
2.500000, 0.833333, 0.611402, 0.299437, 1.3796724081039429, 0.6315440535545349, 2.8290200233459473, 2.0992736816406250,3.00, 0.4693770491803279
2.500000, 1.666667, 0.506198, 0.375890, 1.4117236137390137, 0.5909745097160339, 2.8407742977142334, 2.2327785491943359,1.00, 0.4693770491803279
2.500000, 2.500000, 0.501288, 0.469259, 1.4589103460311890, 0.5323612093925476, 2.8857078552246094, 2.3837254047393799,1.00, 0.4693770491803279
2.500000, 3.333333, 0.501644, 0.545328, 1.4909846782684326, 0.4597401320934296, 2.9617080688476562, 2.5386989116668701,1.00, 0.4693770491803279
2.500000, 4.166667, 0.489038, 0.598441, 1.5094276666641235, 0.3889665603637695, 3.0766878128051758, 2.6691498756408691,1.00, 0.4693770491803279
2.500000, 5.000000, 0.462913, 0.627375, 1.5093623399734497, 0.3454008400440216, 3.1966416835784912, 2.7383685111999512,1.00, 0.4693770491803279
2.500000, 5.833333, 0.428518, 0.635589, 1.5077729225158691, 0.3104043900966644, 3.3049511909484863, 2.7687878608703613,1.00, 0.4693770491803279
2.500000, 6.666667, 0.392926, 0.631110, 1.5076036453247070, 0.2731954157352448, 3.3954739570617676, 2.7783808708190918,1.00, 0.4693770491803279
2.500000, 7.500000, 0.361331, 0.622329, 1.5091370344161987, 0.2399082928895950, 3.4836416244506836, 2.7652912139892578,1.00, 0.4693770491803279
2.500000, 8.333333, 0.335743, 0.614266, 1.5099138021469116, 0.2147783637046814, 3.5845906734466553, 2.7269659042358398,1.00, 0.4693770491803279
2.500000, 9.166667, 0.316009, 0.608609, 1.5095121860504150, 0.1965742111206055, 3.6936507225036621, 2.6882162094116211,1.00, 0.4693770491803279
