Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
100,bicubic_bilinear,4.475695906912983e-05,0.9999601433194555,6.011482233540012e-20,1.0
100,bicubic_no_interp,3.7649946322965144e-05,0.9999685391801463,1.2973838905565272e-12,0.9999999999999819
100,bilinear_no_interp,1.0406623743193783e-05,0.9999910522136218,1.297489633876314e-12,0.9999999999999819
