Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
25,bicubic_bilinear,3.454636189781992e-06,0.9999972912380571,3.4006129844116457e-22,1.0
25,bicubic_no_interp,1.8209769731464546e-05,0.9999829960916873,6.557508103444843e-22,1.0
25,bilinear_no_interp,1.1391064781881795e-05,0.9999885712030768,1.851616402614469e-22,1.0
