Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
40,bicubic_bilinear,7.820836072511992e-06,0.9999924683669522,6.685746844830939e-10,0.9999999999936824
40,bicubic_no_interp,7.710248093708269e-05,0.9999657131372586,9.377991008532795e-05,0.9999999681309472
40,bilinear_no_interp,6.956914313533412e-05,0.9999652801638605,9.418837301303542e-05,0.999999967227233
