Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
150,bicubic_bilinear,2.605394617050543e-05,0.9999873837586997,3.8949568486068687e-10,0.9999999999857566
150,bicubic_no_interp,5.996038527331703e-05,0.9999696593557846,2.587714061314986e-05,0.9999998090147283
150,bilinear_no_interp,2.2829566238773732e-05,0.9999800871409749,2.6023089471831814e-05,0.9999998057018243
