Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
60,bicubic_bilinear,2.0885048172422917e-05,0.9999807886499881,9.83469004060364e-09,0.9999999999746331
60,bicubic_no_interp,6.676455284574223e-06,0.9999934661712045,1.042895608822828e-07,0.9999999994580367
60,bilinear_no_interp,5.536862715949499e-06,0.9999952458287656,1.5226540652822942e-07,0.9999999991981663
