Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
75,bicubic_bilinear,2.026186838973808e-05,0.9999810606360527,7.686313356051934e-08,0.9999999999992644
75,bicubic_no_interp,1.580356828583488e-05,0.9999852001296287,7.686313356051934e-08,0.9999999999992644
75,bilinear_no_interp,2.578831287250223e-05,0.9999741942300318,0.0,1.0
