Resolution,Interp-pair,MSE_t,CC_t,MSE_f,CC_f
15,bicubic_bilinear,1.8157267648243923e-05,0.999983581986798,2.315555667214435e-12,0.9999999999999752
15,bicubic_no_interp,3.496369027706488e-05,0.9999768720494697,0.00015756321980578357,0.9999999999630935
15,bilinear_no_interp,4.0896488548563735e-05,0.9999770151203781,0.0001575882468531492,0.9999999999611541
