S_d, S_n, Mask Mean FA, AUC, Theta 1 Mask Mean, Theta 1 Mask Std, Phi 1 Mask Mean, Phi 1 Mask Std, Theta 2 Mask Mean, Theta 2 Mask Std, Phi 2 Mask Mean, Phi 2 Mask Std, npeaks, Mask Fraction
0.833333, 1.666667, 0.581433, 0.645023, 1.3091918823068278, 0.7452616543325347, 2.9905719024278254, 2.1737027283859827,0.5609278366608063, 0.6629701380463029, 3.1333064488430069, 1.8704186455624932,1.00, 0.1549742080000000
0.833333, 2.083333, 0.575788, 0.697106, 1.2647400378927804, 0.7740965327228894, 3.0731539279605875, 2.2021499452070068,0.3054688758363624, 0.4618783944486890, 3.1695511794430722, 1.8620295459117877,1.00, 0.1549742080000000
0.833333, 2.500000, 0.572882, 0.740848, 1.2119726266505217, 0.7953750250430554, 3.1421846056434513, 2.1997077206118818,0.1379656772803058, 0.1920381853551624, 3.2009041169286707, 1.8674930898157311,1.00, 0.1549742080000000
0.833333, 2.916667, 0.568375, 0.777333, 1.1688287316546504, 0.8092645168738321, 3.1955525363416646, 2.1598391484010899,0.0835689948378517, 0.0635007777801526, 3.2288341611830496, 1.8829194310281132,1.00, 0.1549742080000000
0.833333, 3.333333, 0.559647, 0.808457, 1.1201836681305839, 0.8128446989681402, 3.2293503892431143, 2.0914565901204023,0.0639201522968309, 0.0452457884160766, 3.2445183223656402, 1.9027280956267589,1.00, 0.1549742080000000
0.833333, 3.750000, 0.547527, 0.827839, 1.0649014544089836, 0.8084699641549815, 3.2693241944705194, 1.9921893323550717,0.0533078173104715, 0.0371642481644385, 3.2621113970573892, 1.9228547364726305,1.00, 0.1549742080000000
0.833333, 4.166667, 0.534304, 0.833295, 1.0033766287562773, 0.7946211005431920, 3.3140791995472871, 1.8641275109087383,0.0468518106016187, 0.0317648759477047, 3.2884443019743679, 1.9393368343151398,1.00, 0.1549742080000000
0.833333, 4.583333, 0.521601, 0.831727, 0.9396446104459190, 0.7758621482892155, 3.3552873382688078, 1.7259113373436563,0.0427218266463679, 0.0278631335443583, 3.3074849147256074, 1.9499685633875754,1.00, 0.1549742080000000
0.833333, 5.000000, 0.510083, 0.827576, 0.8769905233081060, 0.7569608386801279, 3.3730096151052047, 1.6013355769278312,0.0399988438051855, 0.0249982976338539, 3.3277230563978200, 1.9569487282079274,1.00, 0.1549742080000000
0.833333, 5.416667, 0.499910, 0.822867, 0.8083185443919243, 0.7322103786796885, 3.3610836823638919, 1.4782236990658126,0.0381660032282337, 0.0228982759141221, 3.3540480166166766, 1.9595676699947957,1.00, 0.1549742080000000
0.833333, 5.833333, 0.490958, 0.818393, 0.7307846940057361, 0.6949001451529344, 3.3259604041963757, 1.3601215774162889,0.0368973853596981, 0.0213713358008779, 3.3764822230809224, 1.9578135607709120,1.00, 0.1549742080000000
0.833333, 6.250000, 0.482984, 0.814221, 0.6592074061727820, 0.6581569178446613, 3.3017186411844208, 1.2534877107750759,0.0359649394363766, 0.0202741348376814, 3.4082990113062070, 1.9496845523973385,1.00, 0.1549742080000000
0.833333, 6.666667, 0.475803, 0.810170, 0.5942091675624452, 0.6227745995189162, 3.2814066701416467, 1.1595063723939345,0.0352283121488102, 0.0194911341319795, 3.4491302581610221, 1.9357084674039362,1.00, 0.1549742080000000
0.833333, 7.083333, 0.469257, 0.805958, 0.5319529247929208, 0.5819512340303492, 3.2603794536761921, 1.0771973278368514,0.0345979582343080, 0.0189230642965192, 3.4954202940665882, 1.9169574790970207,1.00, 0.1549742080000000
0.833333, 7.500000, 0.463209, 0.801285, 0.4789319433002769, 0.5466004985926970, 3.2415162861968616, 1.0165218470674156,0.0340102825383997, 0.0184859300082340, 3.5477565082557603, 1.8930536485426301,1.00, 0.1549742080000000
0.833333, 7.916667, 0.457586, 0.795951, 0.4299079453877794, 0.5085637622978413, 3.2167835087720804, 0.9610023905938213,0.0334295864959817, 0.0181279156109533, 3.6102611034094649, 1.8612809225035238,1.00, 0.1549742080000000
0.833333, 8.333333, 0.452338, 0.789837, 0.3821692812104149, 0.4610015257435328, 3.1895646338701802, 0.8994395679881000,0.0328305905792695, 0.0178225812550814, 3.6773193765499057, 1.8216531651661789,1.00, 0.1549742080000000
0.833333, 8.750000, 0.447413, 0.782872, 0.3431812992563810, 0.4232043688722750, 3.1746576498992871, 0.8567701925836665,0.0321995733693367, 0.0175410595961724, 3.7335614174274347, 1.7796246284943691,1.00, 0.1549742080000000
0.833333, 9.166667, 0.442793, 0.775066, 0.3097146280156152, 0.3897652134443434, 3.1636562950923497, 0.8232803560572125,0.0315417894850231, 0.0172629418519501, 3.7685926805192209, 1.7404933683453656,1.00, 0.1549742080000000
0.833333, 9.583333, 0.438463, 0.766494, 0.2827930243955080, 0.3668785980203911, 3.1600644205379562, 0.8045327561233747,0.0308673194511831, 0.0169731362901343, 3.7849745041793947, 1.7054655920242972,1.00, 0.1549742080000000
0.833333, 10.000000, 0.434399, 0.757257, 0.2590765830380607, 0.3459588005267832, 3.1583043092053376, 0.7903534386209770,0.0301856376564782, 0.0166607946027222, 3.7972654584636851, 1.6703629538926430,1.00, 0.1549742080000000
