S_d, S_n, Mask Mean FA, AUC, Theta 1 Mask Mean, Theta 1 Mask Std, Phi 1 Mask Mean, Phi 1 Mask Std, Theta 2 Mask Mean, Theta 2 Mask Std, Phi 2 Mask Mean, Phi 2 Mask Std, npeaks, Mask Fraction
0.833333, 1.666667, 0.585078, 0.648985, 1.2296989933205356, 0.8018532345846305, 2.9015525266630928, 2.0722277097980824,0.5605482746962215, 0.6670580986456234, 3.0692045360212168, 1.8536970847936722,1.00, 0.1429913600000000
0.833333, 2.083333, 0.579166, 0.700832, 1.1505544861216617, 0.8368621457057646, 2.9331159946817564, 2.0525204307231806,0.2942720090780110, 0.4516471105838029, 3.1432562554139509, 1.8221130748643208,1.00, 0.1429913600000000
0.833333, 2.500000, 0.575981, 0.745166, 1.0651322042112634, 0.8546660468838777, 2.9989917720813848, 1.9950758555224486,0.1304284804999054, 0.1712107964419972, 3.1976670987020226, 1.8001671461274755,1.00, 0.1429913600000000
0.833333, 2.916667, 0.571356, 0.782975, 0.9750311682202093, 0.8487878626281198, 3.1017860773653165, 1.8936116300009924,0.0810140257673673, 0.0761778742412736, 3.2201568835196772, 1.7860863501708353,1.00, 0.1429913600000000
0.833333, 3.333333, 0.562805, 0.816743, 0.8812322899810542, 0.8213320460801633, 3.2424057169047313, 1.7534092672250163,0.0611280490373587, 0.0505318205390391, 3.2349467948818762, 1.7778484920410593,1.00, 0.1429913600000000
0.833333, 3.750000, 0.551182, 0.840092, 0.7928347015954006, 0.7774396977698083, 3.3623288202961543, 1.5672145478569870,0.0501981129508086, 0.0371207379524205, 3.2630276568675556, 1.7731525882602057,1.00, 0.1429913600000000
0.833333, 4.166667, 0.538642, 0.848252, 0.7136245485250278, 0.7182642530882212, 3.4103187444247558, 1.3669885927704353,0.0434711749601042, 0.0314815734171355, 3.3109999670236441, 1.7700360761546909,1.00, 0.1429913600000000
0.833333, 4.583333, 0.526675, 0.848282, 0.6503211626851252, 0.6602456704483174, 3.3900606623997636, 1.1966455147352852,0.0390316930534525, 0.0275252651548694, 3.3671436512480226, 1.7648601910806809,1.00, 0.1429913600000000
0.833333, 5.000000, 0.515865, 0.845363, 0.5902447312743109, 0.5956246515917739, 3.3421452431620176, 1.0497904496111108,0.0360498103578346, 0.0247448309296011, 3.4242367058662699, 1.7594097193694307,1.00, 0.1429913600000000
0.833333, 5.416667, 0.506338, 0.841742, 0.5363064475392675, 0.5319998525737049, 3.2995814139781716, 0.9190954352526771,0.0340847550459619, 0.0227571148549022, 3.4850452696381620, 1.7533297524653184,1.00, 0.1429913600000000
0.833333, 5.833333, 0.497967, 0.838284, 0.4853807765221999, 0.4645805419719665, 3.2512767328930132, 0.7875502211376940,0.0328524779080568, 0.0212849949769237, 3.5396125483583076, 1.7462629943877215,1.00, 0.1429913600000000
0.833333, 6.250000, 0.490516, 0.835104, 0.4399370384232765, 0.3988619980086114, 3.2135879997408821, 0.6641851065174860,0.0320968535868826, 0.0202000670932104, 3.5853700702055034, 1.7372195645408042,1.00, 0.1429913600000000
0.833333, 6.666667, 0.483812, 0.832062, 0.4039422343100359, 0.3500409399916660, 3.1904027919695999, 0.5712295205517541,0.0316444360201168, 0.0194090167556816, 3.6423941356966711, 1.7190044598331462,1.00, 0.1429913600000000
0.833333, 7.083333, 0.477707, 0.828938, 0.3737716456468547, 0.3136935783336210, 3.1759727711157777, 0.4999588532192400,0.0313779601437510, 0.0188292951986521, 3.6985230211480471, 1.6898801489469069,1.00, 0.1429913600000000
0.833333, 7.500000, 0.472070, 0.825508, 0.3482309864246256, 0.2897390654649812, 3.1690978912487009, 0.4504802666843276,0.0312068655621070, 0.0183961740521549, 3.7341629216558654, 1.6576713454594405,1.00, 0.1429913600000000
0.833333, 7.916667, 0.466831, 0.821597, 0.3246700300212065, 0.2688088823160869, 3.1645772910582584, 0.4086671685967671,0.0310870245130374, 0.0180476367372536, 3.7728111811362797, 1.6180524405878758,1.00, 0.1429913600000000
0.833333, 8.333333, 0.461943, 0.817067, 0.3030923882344420, 0.2507365706049662, 3.1624576948741865, 0.3736899934772451,0.0309873715073819, 0.0177448093981463, 3.8105099132070643, 1.5744683163623512,1.00, 0.1429913600000000
0.833333, 8.750000, 0.457351, 0.811827, 0.2832654014063444, 0.2345812290767976, 3.1629512679348406, 0.3453354430965594,0.0308800012960695, 0.0174668479621547, 3.8476057548191780, 1.5274523383106520,1.00, 0.1429913600000000
0.833333, 9.166667, 0.453037, 0.805852, 0.2655199713103967, 0.2224399819067752, 3.1652247328391629, 0.3259275929369896,0.0307537514297644, 0.0172085764160131, 3.8746528373633802, 1.4827215342149485,1.00, 0.1429913600000000
