S_d, S_n, Mask Mean FA, AUC, Theta Mask Mean, Theta Mask Std, Phi Mask Mean, Phi Mask Std, npeaks, Mask Fraction
0.833333, 1.666667, 0.475234, 0.415695, 1.4154599370233358, 0.6167498193179508, 2.8424629837293334, 2.1064286441379392,2.00, 0.4597760000000000
0.833333, 2.083333, 0.456911, 0.439484, 1.4195361453186832, 0.6126087707558071, 2.8447385300879766, 2.1532847086801294,2.00, 0.4597760000000000
0.833333, 2.500000, 0.449855, 0.469909, 1.4253937062312383, 0.6083896504247217, 2.8584250841450474, 2.2077476583797697,2.00, 0.4597760000000000
0.833333, 2.916667, 0.446592, 0.501237, 1.4316682704077812, 0.6009807082586646, 2.8915934444341684, 2.2806574559528277,2.00, 0.4597760000000000
0.833333, 3.333333, 0.443389, 0.529177, 1.4362645402759993, 0.5904437429633537, 2.9473843274083262, 2.3654529862288189,2.00, 0.4597760000000000
0.833333, 3.750000, 0.438352, 0.551773, 1.4403367644910094, 0.5754800371657167, 3.0264615682451046, 2.4592480901856026,2.00, 0.4597760000000000
0.833333, 4.166667, 0.430722, 0.568116, 1.4444431131223723, 0.5562565911448811, 3.1099975940062490, 2.5568628766258770,2.00, 0.4597760000000000
0.833333, 4.583333, 0.420369, 0.577671, 1.4485078977374186, 0.5348881045283882, 3.2037778149312812, 2.6456385368648809,2.00, 0.4597760000000000
0.833333, 5.000000, 0.407516, 0.580104, 1.4482016629059662, 0.5163120224444685, 3.3017295082074032, 2.7115782006059925,2.00, 0.4597760000000000
0.833333, 5.416667, 0.392739, 0.575843, 1.4426402148569732, 0.5038295296282589, 3.4065573949068937, 2.7526240367551713,2.00, 0.4597760000000000
0.833333, 5.833333, 0.376690, 0.565997, 1.4378637770556180, 0.4956356367623111, 3.5097927372398634, 2.7728489329397141,2.00, 0.4597760000000000
0.833333, 6.250000, 0.360024, 0.552066, 1.4334618264055297, 0.4887917209288035, 3.6134278320923539, 2.7790383303648016,2.00, 0.4597760000000000
0.833333, 6.666667, 0.343474, 0.535755, 1.4294289370290447, 0.4830940382155948, 3.7104540781670603, 2.7766728137559973,2.00, 0.4597760000000000
0.833333, 7.083333, 0.327654, 0.518480, 1.4246909026617316, 0.4787223479235180, 3.8070043215344369, 2.7656116767334376,2.00, 0.4597760000000000
0.833333, 7.500000, 0.313009, 0.501245, 1.4188246198339258, 0.4766336166686878, 3.9065492322809385, 2.7447566977883273,2.00, 0.4597760000000000
0.833333, 7.916667, 0.299870, 0.484744, 1.4107865381647080, 0.4783825908505427, 3.9962907274197859, 2.7173145941264458,2.00, 0.4597760000000000
0.833333, 8.333333, 0.288404, 0.469358, 1.3991874410270566, 0.4834888848667233, 4.0737918839987080, 2.6855084328909622,2.00, 0.4597760000000000
0.833333, 8.750000, 0.278604, 0.455217, 1.3854544884512439, 0.4925765654661228, 4.1378658839954392, 2.6511040302469748,2.00, 0.4597760000000000
0.833333, 9.166667, 0.270366, 0.442380, 1.3697160911468660, 0.5054567412488726, 4.1924438797716341, 2.6128370733346293,2.00, 0.4597760000000000
0.833333, 9.583333, 0.263510, 0.430881, 1.3515490039499445, 0.5210566337528283, 4.2309617114070317, 2.5746026381154965,2.00, 0.4597760000000000
0.833333, 10.000000, 0.257822, 0.420722, 1.3324457214535386, 0.5390259567989999, 4.2531604475222924, 2.5379353726322869,2.00, 0.4597760000000000
1.250000, 1.666667, 0.666874, 0.527908, 1.4593289387997510, 0.5861559204921026, 2.8567813459571170, 2.2034911574984717,2.00, 0.4597760000000000
1.250000, 2.083333, 0.659385, 0.561171, 1.4692107255851183, 0.5575729799186786, 2.8750994001431520, 2.2989249661155218,2.00, 0.4597760000000000
1.250000, 2.500000, 0.665783, 0.597411, 1.4867795186924297, 0.5195071419933693, 2.9097625085668066, 2.4191800143247466,2.00, 0.4597760000000000
1.250000, 2.916667, 0.676937, 0.633862, 1.5049405835000451, 0.4703664603921023, 2.9519682857874665, 2.5512266641068719,2.00, 0.4597760000000000
1.250000, 3.333333, 0.687470, 0.667565, 1.5235010990315176, 0.4120688876527056, 2.9977047453311294, 2.6847985660855214,1.00, 0.4597760000000000
1.250000, 3.750000, 0.694050, 0.696114, 1.5389906585478625, 0.3475676536417577, 3.0550595722357801, 2.8068549097014701,1.00, 0.4597760000000000
1.250000, 4.166667, 0.695088, 0.718364, 1.5503556602393276, 0.2833125899131286, 3.1186502237882721, 2.9057290547789556,1.00, 0.4597760000000000
1.250000, 4.583333, 0.690286, 0.734335, 1.5550333827903746, 0.2330196431429311, 3.1793717414032177, 2.9721369754629219,1.00, 0.4597760000000000
1.250000, 5.000000, 0.679815, 0.744883, 1.5557881665714945, 0.2077797694774399, 3.2175127680097075, 3.0052576592590095,1.00, 0.4597760000000000
1.250000, 5.416667, 0.664437, 0.751102, 1.5557006379624325, 0.1921824192608112, 3.2488928256765317, 3.0230942382325678,1.00, 0.4597760000000000
1.250000, 5.833333, 0.645485, 0.753649, 1.5556465049833286, 0.1812264650039703, 3.2719372521277204, 3.0338793008956788,1.00, 0.4597760000000000
1.250000, 6.250000, 0.624290, 0.753267, 1.5554133856189387, 0.1731063052343483, 3.2920935801637805, 3.0402611650154645,1.00, 0.4597760000000000
1.250000, 6.666667, 0.602119, 0.750961, 1.5555389129086608, 0.1674317153981988, 3.3122570708568388, 3.0442985339162325,1.00, 0.4597760000000000
1.250000, 7.083333, 0.579943, 0.747190, 1.5558322649796212, 0.1636389062763527, 3.3337103986661085, 3.0459568130592536,1.00, 0.4597760000000000
1.250000, 7.500000, 0.558433, 0.741910, 1.5555902675795148, 0.1611458350610615, 3.3546444481637958, 3.0461878862547813,1.00, 0.4597760000000000
1.250000, 7.916667, 0.538102, 0.734915, 1.5555914140804634, 0.1592255349257639, 3.3669626485980522, 3.0449400172885270,1.00, 0.4597760000000000
1.250000, 8.333333, 0.519268, 0.726464, 1.5555610417112991, 0.1577450752551070, 3.3751634227737215, 3.0427832391371497,1.00, 0.4597760000000000
1.250000, 8.750000, 0.502069, 0.717286, 1.5555336148602692, 0.1569325674166442, 3.3837892389734936, 3.0387382931279512,1.00, 0.4597760000000000
1.250000, 9.166667, 0.486563, 0.708201, 1.5552974113295741, 0.1567062052892414, 3.3965990218390174, 3.0329055506607578,1.00, 0.4597760000000000
1.250000, 9.583333, 0.472711, 0.699625, 1.5548204494337265, 0.1571254640168556, 3.4132200341446803, 3.0245823729645922,1.00, 0.4597760000000000
1.250000, 10.000000, 0.460395, 0.691695, 1.5543206170211370, 0.1584230385856757, 3.4307074733363931, 3.0132659644715325,1.00, 0.4597760000000000
1.666667, 1.666667, 0.780702, 0.579093, 1.4922556007371663, 0.5436005227935851, 2.8823007578197788, 2.3379487153951124,1.00, 0.4597760000000000
1.666667, 2.083333, 0.774356, 0.611898, 1.5032145249610749, 0.4949918860076757, 2.9142003040693072, 2.4661108582986171,1.00, 0.4597760000000000
1.666667, 2.500000, 0.781623, 0.645899, 1.5195872545977567, 0.4341283781126216, 2.9548414907052685, 2.6078129344650711,1.00, 0.4597760000000000
1.666667, 2.916667, 0.794314, 0.678151, 1.5373273430572338, 0.3627484520092171, 2.9957381185124414, 2.7441608005743641,1.00, 0.4597760000000000
1.666667, 3.333333, 0.806728, 0.706127, 1.5519349499355370, 0.2863317826019509, 3.0358791508810241, 2.8633524209648584,1.00, 0.4597760000000000
1.666667, 3.750000, 0.814802, 0.727630, 1.5627091259189103, 0.2072442050020390, 3.0654953272306096, 2.9591261704002929,1.00, 0.4597760000000000
1.666667, 4.166667, 0.816877, 0.741969, 1.5687214899140896, 0.1392426253623793, 3.0854157534603477, 3.0245279935771334,1.00, 0.4597760000000000
1.666667, 4.583333, 0.812485, 0.749670, 1.5684630721854260, 0.1099442346969456, 3.0772829951894547, 3.0528883108736795,1.00, 0.4597760000000000
1.666667, 5.000000, 0.801764, 0.751484, 1.5684803900355981, 0.0950763053124330, 3.0617631706329465, 3.0666504095764680,1.00, 0.4597760000000000
1.666667, 5.416667, 0.786330, 0.749093, 1.5684936585207945, 0.0846589091575192, 3.0409022880391814, 3.0738877879453490,1.00, 0.4597760000000000
1.666667, 5.833333, 0.767942, 0.744577, 1.5685542552877814, 0.0770444861055261, 3.0205113212206061, 3.0786541720607583,1.00, 0.4597760000000000
1.666667, 6.250000, 0.747886, 0.739490, 1.5684893069965700, 0.0708823874449962, 2.9943800363346997, 3.0810881728975050,1.00, 0.4597760000000000
1.666667, 6.666667, 0.727194, 0.734918, 1.5685482027513744, 0.0658101872963595, 2.9735139977664522, 3.0825315711158172,1.00, 0.4597760000000000
1.666667, 7.083333, 0.706610, 0.731293, 1.5685735554168094, 0.0612760082597932, 2.9563220188240504, 3.0832589615375388,1.00, 0.4597760000000000
1.666667, 7.500000, 0.686652, 0.728329, 1.5686119826133031, 0.0570399818667959, 2.9457829403265956, 3.0834751731332966,1.00, 0.4597760000000000
1.666667, 7.916667, 0.667730, 0.725243, 1.5687485720674934, 0.0528501828789823, 2.9416582707686678, 3.0835416827828310,1.00, 0.4597760000000000
1.666667, 8.333333, 0.650109, 0.721409, 1.5688380826348189, 0.0489688267726287, 2.9359221888685227, 3.0816032431076184,1.00, 0.4597760000000000
1.666667, 8.750000, 0.633919, 0.716812, 1.5689303478769518, 0.0453904756202152, 2.9305429625988406, 3.0794168674222675,1.00, 0.4597760000000000
1.666667, 9.166667, 0.619218, 0.711673, 1.5690457433301970, 0.0420182171105732, 2.9217614646463548, 3.0757132469749111,1.00, 0.4597760000000000
1.666667, 9.583333, 0.605985, 0.706434, 1.5690241021509974, 0.0395821860809293, 2.9189481161348332, 3.0709330017758121,1.00, 0.4597760000000000
1.666667, 10.000000, 0.594131, 0.701520, 1.5690242908567067, 0.0377828209738091, 2.9147778395199291, 3.0650999730627095,1.00, 0.4597760000000000
